trait,avg_rating,rank,rating_sd,number_ratings,character
preppy (not punk rock),66.1,759,33.8,42,Tywin Lannister
slow-talking (not fast-talking),65.9,231,29,39,Tywin Lannister
animalistic (not human),65.6,205,31.7,227,Tywin Lannister
chic (not cheesy),65.4,450,32,45,Tywin Lannister
extraordinary (not mundane),65.2,949,28.4,255,Tywin Lannister
🤺 (not 🏌),65.2,1002,35.6,45,Tywin Lannister
cool (not dorky),65.1,675,28.6,47,Tywin Lannister
sober (not indulgent),65,418,34,236,Tywin Lannister
sage (not whippersnapper),64.9,362,31.3,32,Tywin Lannister
🐩 (not 🐒),64.9,589,37,52,Tywin Lannister
😬 (not 😏),64.8,323,35.1,77,Tywin Lannister
opinionated (not jealous),64.8,1058,35.6,41,Tywin Lannister
crazy (not sane),64.7,583,29.1,46,Tywin Lannister
lavish (not frugal),64.5,504,32.3,258,Tywin Lannister
jealous (not compersive),63.8,541,32.3,221,Tywin Lannister
penny-pincher (not overspender),63.8,611,33.6,62,Tywin Lannister
indie (not pop),63.6,811,31.7,26,Tywin Lannister
tactful (not indiscreet),63.4,778,33.1,45,Tywin Lannister
👨‍⚕️ (not 👨‍🔧),63.4,653,32.3,60,Tywin Lannister
rough (not smooth),63.2,555,35.5,246,Tywin Lannister
mischievous (not well behaved),63.1,853,34,266,Tywin Lannister
devoted (not unfaithful),62.3,1450,37.2,35,Tywin Lannister
healthy (not sickly),62.2,1140,30.2,300,Tywin Lannister
cosmopolitan (not provincial),62.1,581,37.7,240,Tywin Lannister
factual (not exaggerating),62.1,650,29.1,33,Tywin Lannister
proactive (not reactive),62,298,35.6,33,Tywin Lannister
🐐 (not 🦒),61.9,779,32.4,98,Tywin Lannister
ambitious (not realistic),61.4,861,36.1,35,Tywin Lannister
nihilist (not existentialist),61.3,230,32.1,82,Tywin Lannister
two-faced (not one-faced),61.1,461,38.1,39,Tywin Lannister
specialist (not generalist),60.8,800,33,74,Tywin Lannister
stuck-in-the-past (not forward-thinking),60.8,478,33.6,22,Tywin Lannister
arcane (not mainstream),60.6,749,33.9,244,Tywin Lannister
edgy (not politically correct),60.5,813,32.6,259,Tywin Lannister
side character (not main character),60.2,767,36.5,15,Tywin Lannister
oxymoron (not tautology),60.1,552,33.2,41,Tywin Lannister
masochistic (not pain-avoidant),60,575,32.3,25,Tywin Lannister
freak (not normie),59.9,794,28.1,29,Tywin Lannister
interesting (not tiresome),59.5,1234,32.4,246,Tywin Lannister
objective (not subjective),59.4,463,34.5,86,Tywin Lannister
extravagant (not thrifty),59.3,687,37.4,40,Tywin Lannister
cringeworthy (not inspiring),59.2,538,35.5,79,Tywin Lannister
gamer (not non-gamer),59.2,476,37,24,Tywin Lannister
predictable (not quirky),59.1,588,28.9,46,Tywin Lannister
statist (not anarchist),59,739,36.5,64,Tywin Lannister
perverted (not clean),59,476,31.9,29,Tywin Lannister
🏀 (not 🎨),58.9,598,34.4,21,Tywin Lannister
straightforward (not cryptic),58.7,1161,35,236,Tywin Lannister
playful (not shy),58.6,1181,23.6,245,Tywin Lannister
🤔 (not 🤫),58.5,869,37.3,47,Tywin Lannister
orange (not purple),58.4,638,36.3,213,Tywin Lannister
charismatic (not uninspiring),58.4,1426,33.5,207,Tywin Lannister
interested (not bored),58.1,1296,34.3,31,Tywin Lannister
deranged (not reasonable),58,605,32.7,50,Tywin Lannister
thin (not thick),57.8,980,30.9,204,Tywin Lannister
tailor (not blacksmith),57.8,1035,35.7,40,Tywin Lannister
🚴 (not 🏋️‍♂️),57.6,1243,32.3,41,Tywin Lannister
scrub (not legit),57.6,272,35.6,68,Tywin Lannister
Swedish (not Italian),57.6,638,36.3,23,Tywin Lannister
crafty (not scholarly),57.2,990,33.1,270,Tywin Lannister
enlightened (not lost),57.2,659,33.1,40,Tywin Lannister
🐀 (not 🐘),56.9,700,39.3,58,Tywin Lannister
🤣 (not 😊),56.9,564,26.6,45,Tywin Lannister
flamboyant (not modest),56.8,739,34.9,281,Tywin Lannister
proper (not scandalous),56.8,802,37.4,236,Tywin Lannister
official (not backdoor),56.6,685,34.5,268,Tywin Lannister
introspective (not not introspective),56.6,1180,36.2,83,Tywin Lannister
extrovert (not introvert),56.4,971,31.2,251,Tywin Lannister
heathen (not devout),56.4,654,33.8,256,Tywin Lannister
work-first (not family-first),56.4,823,39,280,Tywin Lannister
stinky (not fresh),56.4,457,34.3,68,Tywin Lannister
ranged (not melee),56.3,855,36.9,51,Tywin Lannister
sensible (not ludicrous),56.1,1040,36.4,278,Tywin Lannister
🧙 (not 👨‍🚀),56.1,829,32.8,87,Tywin Lannister
English (not German),55.9,1656,35.9,49,Tywin Lannister
exuberant (not subdued),55.9,1015,36.2,30,Tywin Lannister
wild (not tame),55.8,1066,32.1,240,Tywin Lannister
regular (not zany),55.8,650,31.1,43,Tywin Lannister
kinky (not vanilla),55.5,844,31.9,225,Tywin Lannister
🧗 (not 🛌),55.3,1185,37.3,75,Tywin Lannister
self-destructive (not self-improving),55,918,34,32,Tywin Lannister
rebellious (not obedient),54.9,1141,33.6,242,Tywin Lannister
cultured (not rustic),54.9,1121,35.6,35,Tywin Lannister
monastic (not hedonist),54.8,604,34.8,39,Tywin Lannister
hurried (not leisurely),54,1072,30.5,251,Tywin Lannister
pack rat (not minimalist),53.7,702,34.5,44,Tywin Lannister
flourishing (not traumatized),53.6,503,34,34,Tywin Lannister
tasteful (not lewd),53.5,1278,33.7,270,Tywin Lannister
summer (not winter),53.1,941,37.5,43,Tywin Lannister
thinker (not doer),53,544,34.3,39,Tywin Lannister
spelunker (not claustrophobic),52.9,1209,30.1,27,Tywin Lannister
stable (not moody),52.8,555,34.7,244,Tywin Lannister
'left-brained' (not 'right-brained'),52.8,705,37.7,177,Tywin Lannister
washed (not muddy),52.8,1204,36,43,Tywin Lannister
profound (not ironic),52.6,866,29.6,30,Tywin Lannister
tattle-tale (not f***-the-police),52.5,675,37,39,Tywin Lannister
Coke (not Pepsi),52.4,954,37,30,Tywin Lannister
centrist (not radical),52.4,766,34.7,38,Tywin Lannister
bright (not depressed),52.2,959,30.7,213,Tywin Lannister
shallow (not deep),52.2,590,33.8,68,Tywin Lannister
👽 (not 🤡),51.9,1086,40.9,42,Tywin Lannister
barbaric (not civilized),51.8,580,33.2,242,Tywin Lannister
cat person (not dog person),51.8,952,37.6,42,Tywin Lannister
morning lark (not night owl),51.7,735,33.3,195,Tywin Lannister
low-tech (not high-tech),51.4,973,33.3,229,Tywin Lannister
reliable (not experimental),51.4,1077,37.4,34,Tywin Lannister
interrupting (not attentive),51.4,896,35.6,42,Tywin Lannister
quiet (not loud),51.3,918,31.9,266,Tywin Lannister
weird (not normal),51.2,1210,30.4,279,Tywin Lannister
unambiguous (not mysterious),51.2,1074,34.8,290,Tywin Lannister
triggered (not trolling),51.2,1402,32.2,51,Tywin Lannister
deep (not epic),51,957,31.7,39,Tywin Lannister
📉 (not 📈),50.1,545,38.6,65,Tywin Lannister
asexual (not sexual),50.4,614,31.7,23,Tywin Lannister
chaste (not lustful),50.5,840,33.8,247,Tywin Lannister
beautiful (not ugly),94.1,79,10.7,93,Margaery Tyrell
perceptive (not unobservant),92,74,9.9,34,Margaery Tyrell
rich (not poor),91.4,137,15.1,236,Margaery Tyrell
charming (not awkward),90.9,26,15.1,275,Margaery Tyrell
driven (not unambitious),89.5,216,14.1,235,Margaery Tyrell
attractive (not repulsive),89.4,139,17.9,294,Margaery Tyrell
rhythmic (not stuttering),89.4,28,18.1,33,Margaery Tyrell
manicured (not scruffy),89.3,166,15.2,292,Margaery Tyrell
motivated (not unmotivated),89.2,333,15.4,44,Margaery Tyrell
stylish (not slovenly),88.7,94,15.6,245,Margaery Tyrell
eloquent (not unpolished),87.8,89,17.1,229,Margaery Tyrell
persistent (not quitter),87.4,544,15.8,49,Margaery Tyrell
feminine (not masculine),87.2,170,17.4,282,Margaery Tyrell
coordinated (not clumsy),86.3,236,16.3,263,Margaery Tyrell
refined (not rugged),86.2,73,17.4,265,Margaery Tyrell
young (not old),86.1,150,14.5,271,Margaery Tyrell
bold (not shy),85.8,500,16.1,270,Margaery Tyrell
playful (not shy),85.7,243,13.9,260,Margaery Tyrell
🌟 (not 💩),85.7,233,19.7,54,Margaery Tyrell
charming (not trusting),85.5,30,14.6,274,Margaery Tyrell
vibrant (not geriatric),85.5,128,17.9,53,Margaery Tyrell
political (not nonpolitical),85.4,101,18.5,236,Margaery Tyrell
confident (not insecure),85.3,187,18.6,291,Margaery Tyrell
resourceful (not helpless),85.3,357,16.5,99,Margaery Tyrell
ivory-tower (not blue-collar),85.1,84,20.9,247,Margaery Tyrell
sunny (not gloomy),84.5,108,14.6,26,Margaery Tyrell
🎨 (not 🏀),84.4,230,18.3,39,Margaery Tyrell
go-getter (not slugabed),84.1,293,16.8,42,Margaery Tyrell
diligent (not lazy),84,684,14.8,275,Margaery Tyrell
extrovert (not introvert),83.9,196,18.6,278,Margaery Tyrell
cool (not dorky),83.7,122,16.7,53,Margaery Tyrell
high IQ (not low IQ),83.6,519,15.6,225,Margaery Tyrell
social (not reclusive),83.5,151,17.5,73,Margaery Tyrell
healthy (not sickly),83.4,205,19.6,263,Margaery Tyrell
highbrow (not lowbrow),83.3,52,19.3,248,Margaery Tyrell
self-disciplined (not disorganized),82.8,460,16.6,279,Margaery Tyrell
secretive (not open-book),82.6,265,18,61,Margaery Tyrell
🧠 (not 💪),82.5,333,20.8,54,Margaery Tyrell
lavish (not frugal),82.4,132,18.1,243,Margaery Tyrell
decisive (not hesitant),82.3,289,17.9,238,Margaery Tyrell
extravagant (not thrifty),82.2,167,21.6,37,Margaery Tyrell
overachiever (not underachiever),82.1,431,16.7,31,Margaery Tyrell
sexual (not asexual),81.6,344,24.1,28,Margaery Tyrell
😏 (not 😬),81.4,102,26,75,Margaery Tyrell
charismatic (not uninspiring),81.3,411,24.4,234,Margaery Tyrell
two-faced (not one-faced),81.3,136,21,41,Margaery Tyrell
tactful (not indiscreet),81,95,23.1,50,Margaery Tyrell
feminist (not sexist),81,445,23.3,66,Margaery Tyrell
pointed (not random),81,377,12.8,40,Margaery Tyrell
metrosexual (not macho),80.9,82,20.7,37,Margaery Tyrell
flower child (not goth),80.9,273,24.6,29,Margaery Tyrell
summer (not winter),80.7,214,29.3,32,Margaery Tyrell
competitive (not cooperative),80.3,419,24,247,Margaery Tyrell
suspicious (not awkward),80.2,225,16.1,267,Margaery Tyrell
🐩 (not 🐒),80.1,171,27,39,Margaery Tyrell
focused on the future (not focused on the present),80.1,48,20.1,266,Margaery Tyrell
bright (not depressed),80,102,19.1,225,Margaery Tyrell
civilized (not barbaric),79.9,420,24.9,254,Margaery Tyrell
open to new experinces (not uncreative),79.5,426,22.9,280,Margaery Tyrell
ambitious (not realistic),79.5,244,21.2,37,Margaery Tyrell
smooth (not rough),79.4,79,23.6,278,Margaery Tyrell
spicy (not mild),79.4,339,18.7,292,Margaery Tyrell
fresh (not stinky),79.3,436,25.2,78,Margaery Tyrell
cosmopolitan (not provincial),79.1,122,24,252,Margaery Tyrell
competent (not incompetent),79.1,682,22.9,263,Margaery Tyrell
involved (not remote),79,251,22.6,217,Margaery Tyrell
alpha (not beta),78.8,488,23.5,263,Margaery Tyrell
💃 (not 🧕),78.8,366,26.4,72,Margaery Tyrell
active (not slothful),78.6,690,19.8,267,Margaery Tyrell
cocky (not timid),78.6,550,21,52,Margaery Tyrell
resolute (not wavering),78.4,286,26.3,49,Margaery Tyrell
flirtatious (not prudish),78.3,298,22.4,25,Margaery Tyrell
self-assured (not self-conscious),78.2,302,25.5,250,Margaery Tyrell
narcissistic (not low self esteem),78.1,326,16.2,37,Margaery Tyrell
bourgeoisie (not proletariat),78,182,26.5,245,Margaery Tyrell
dominant (not submissive),77.8,595,20.1,270,Margaery Tyrell
neurotypical (not autistic),77.7,247,22.9,242,Margaery Tyrell
worldly (not innocent),77,506,21.2,276,Margaery Tyrell
deliberate (not spontaneous),77,421,24.1,277,Margaery Tyrell
badass (not weakass),77,732,24.3,39,Margaery Tyrell
suspicious (not trusting),76.9,353,23.5,318,Margaery Tyrell
never cries (not often crying),76.9,343,22.1,39,Margaery Tyrell
fast (not slow),76.8,454,20.9,276,Margaery Tyrell
multicolored (not monochrome),76.8,202,26.7,111,Margaery Tyrell
🤑 (not 🤠),76.7,210,28.9,47,Margaery Tyrell
tailor (not blacksmith),76.7,234,25.2,44,Margaery Tyrell
neat (not messy),76.6,468,23.1,211,Margaery Tyrell
alert (not oblivious),76.6,509,25.2,65,Margaery Tyrell
resistant (not resigned),76.6,312,22,287,Margaery Tyrell
knowledgeable (not ignorant),76.5,608,23,44,Margaery Tyrell
forward-thinking (not stuck-in-the-past),76.4,168,24.3,33,Margaery Tyrell
valedictorian (not drop out),76.1,616,23.8,69,Margaery Tyrell
exhibitionist (not bashful),76,267,27.7,31,Margaery Tyrell
adventurous (not stick-in-the-mud),75.8,454,22.7,242,Margaery Tyrell
demanding (not unchallenging),75.8,710,27.6,42,Margaery Tyrell
pro (not noob),75.8,714,21.4,47,Margaery Tyrell
interesting (not tiresome),75.7,506,25.9,307,Margaery Tyrell
gendered (not androgynous),75.7,887,26.7,129,Margaery Tyrell
spelunker (not claustrophobic),75.6,154,20.2,29,Margaery Tyrell
assertive (not passive),75.5,639,23.6,268,Margaery Tyrell
open-minded (not close-minded),75.3,285,22.8,279,Margaery Tyrell
genius (not dunce),75.3,501,18.7,269,Margaery Tyrell
creative (not conventional),75.2,341,23,255,Margaery Tyrell
🦄 (not 🐴),75.1,223,24.2,48,Margaery Tyrell
opinionated (not neutral),75.1,919,24.6,27,Margaery Tyrell
conspiracist (not sheeple),75,354,22.2,224,Margaery Tyrell
French (not Russian),74.9,189,32.1,34,Margaery Tyrell
bossy (not meek),74.8,691,20.2,261,Margaery Tyrell
machiavellian (not transparent),74.5,272,24.1,39,Margaery Tyrell
cultured (not rustic),74.4,338,30.7,31,Margaery Tyrell
city-slicker (not country-bumpkin),74.1,642,25.8,71,Margaery Tyrell
kinky (not vanilla),74,319,24.8,276,Margaery Tyrell
bold (not serious),73.9,345,22.7,266,Margaery Tyrell
privileged (not oppressed),73.9,604,23.8,45,Margaery Tyrell
biased (not impartial),73.9,390,24.6,227,Margaery Tyrell
thick-skinned (not sensitive),73.9,258,24.4,254,Margaery Tyrell
cunning (not honorable),73.4,307,24.9,320,Margaery Tyrell
lustful (not chaste),73.4,376,22,258,Margaery Tyrell
prestigious (not disreputable),73.4,438,25.5,245,Margaery Tyrell
studious (not goof-off),73.3,740,24.5,57,Margaery Tyrell
complicated (not simple),73.2,594,25.4,263,Margaery Tyrell
overspender (not penny-pincher),73.2,244,24.4,59,Margaery Tyrell
high standards (not desperate),73.1,460,27.1,39,Margaery Tyrell
chic (not cheesy),73.1,238,27.2,53,Margaery Tyrell
🎩 (not 🧢),73,480,28,51,Margaery Tyrell
intellectual (not physical),72.8,629,25,260,Margaery Tyrell
celebrity (not boy/girl-next-door),72.8,308,28.4,45,Margaery Tyrell
extraordinary (not mundane),72.8,621,24,273,Margaery Tyrell
trendy (not vintage),72.7,134,26.2,42,Margaery Tyrell
mighty (not puny),72.5,675,22.6,261,Margaery Tyrell
disarming (not creepy),72.5,604,25.4,131,Margaery Tyrell
curious (not apathetic),72.4,537,25.3,242,Margaery Tyrell
proactive (not reactive),72.1,48,25.1,32,Margaery Tyrell
precise (not vague),72.1,548,25.1,203,Margaery Tyrell
rebellious (not obedient),71.9,676,24.3,266,Margaery Tyrell
mischievous (not well behaved),71.8,645,23.8,248,Margaery Tyrell
👟 (not 🥾),71.8,288,25.3,51,Margaery Tyrell
cat person (not dog person),71.6,310,30.4,41,Margaery Tyrell
street-smart (not sheltered),71.5,629,27.7,239,Margaery Tyrell
😊 (not 🤣),71.5,467,27.9,48,Margaery Tyrell
flamboyant (not modest),71.3,417,25.5,258,Margaery Tyrell
armoured (not vulnerable),71.3,571,24.2,233,Margaery Tyrell
cynical (not gullible),71.2,587,26.3,45,Margaery Tyrell
logical (not emotional),71.1,311,27.1,279,Margaery Tyrell
calm (not anxious),71,216,23.8,260,Margaery Tyrell
on-time (not tardy),70.9,763,24.8,28,Margaery Tyrell
modern (not historical),70.7,432,26.3,173,Margaery Tyrell
pretentious (not unassuming),70.6,463,23.2,56,Margaery Tyrell
washed (not muddy),70.4,577,30.6,41,Margaery Tyrell
sturdy (not flimsy),70.3,716,20.2,32,Margaery Tyrell
musical (not off-key),70.3,243,25.9,55,Margaery Tyrell
